order_id,product_id,quantity,unit_price,line_total,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,customer_name,customer_segment,area,pincode,year,month,month_name,day_of_week,quarter,is_weekend,month_str
4455336265,753354,3,423.56,1270.68,43431724,2023-08-30 19:37:06,2023-08-30 19:47:06,2023-08-30 19:45:06,On Time,2362.33,UPI,64046,3784,Shampoo,Personal Care,Sant-Mahajan,423.56,651.63,35.0,365,20,52,Jack Kalita,New,Rohtak,217110,2023,8,Aug,2,3,0,2023-08
3539286337,684939,1,727.95,727.95,77559557,2023-04-25 20:32:24,2023-04-25 20:44:24,2023-04-25 20:39:24,On Time,1463.8,Wallet,94899,2463,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,Akshay Varty,New,Madurai,639717,2023,4,Apr,1,2,0,2023-04
9171116867,500739,3,359.98,1079.94,87107263,2023-10-22 11:15:33,2023-10-22 11:25:33,2023-10-22 11:37:33,Slightly Delayed,822.63,Card,73907,6899,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,18,81,Lakshmi Arora,Inactive,Vijayawada,784029,2023,10,Oct,6,4,1,2023-10
5504941865,540618,1,317.05,317.05,76512976,2024-01-28 02:39:11,2024-01-28 02:55:11,2024-01-28 03:06:11,Slightly Delayed,2287.68,Wallet,56077,9809,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,Yashica Pathak,New,Belgaum,874947,2024,1,Jan,6,1,1,2024-01
5868326481,53833,3,134.69,404.07,37556526,2024-03-15 21:07:07,2024-03-15 21:24:07,2024-03-15 21:21:07,On Time,1962.35,Wallet,94140,3106,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89,Anjali Varkey,Inactive,Farrukhabad,243420,2024,3,Mar,4,1,0,2024-03
2137046916,455755,2,44.09,88.18,12059049,2024-02-03 08:50:32,2024-02-03 09:03:32,2024-02-03 09:01:32,On Time,3373.96,UPI,12377,1007,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,Jagdish Mander,Regular,Nizamabad,696590,2024,2,Feb,5,1,1,2024-02
8195544338,131937,1,287.81,287.81,26199489,2023-04-26 04:03:57,2023-04-26 04:20:57,2023-04-26 04:28:57,Slightly Delayed,845.71,Wallet,102,3809,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,Aarna Gola,Inactive,Serampore,555849,2023,4,Apr,2,2,0,2023-04
2889700050,798639,1,211.25,211.25,84848018,2024-04-30 16:22:26,2024-04-30 16:33:26,2024-04-30 16:36:26,On Time,2706.54,Wallet,45032,78,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78,Jackson Roy,Regular,Alappuzha,275189,2024,4,Apr,1,2,0,2024-04
65827885,324809,3,608.0,1824.0,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,On Time,1132.98,Cash,1108,3817,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,Chaaya Wable,Premium,Dehri,410068,2023,7,Jul,3,3,0,2023-07
4656471694,679284,1,877.89,877.89,60728956,2023-12-09 08:08:08,2023-12-09 08:27:08,2023-12-09 08:35:08,Slightly Delayed,1525.5,Cash,62782,5739,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,Andrew Nigam,Premium,Khandwa,785737,2023,12,Dec,5,4,1,2023-12
6625178717,952168,3,236.95,710.8499999999999,62068277,2023-07-01 04:24:22,2023-07-01 04:40:22,2023-07-01 04:53:22,Slightly Delayed,5718.09,Card,74906,2130,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79,Zarna Shetty,Regular,Hosur,397881,2023,7,Jul,5,3,1,2023-07
7169557514,706112,2,478.79,957.58,84824280,2023-03-21 05:27:13,2023-03-21 05:38:13,2023-03-21 05:50:13,Slightly Delayed,2970.9,Card,79516,9535,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,20.0,365,12,77,Kamya Narayan,Inactive,Ongole,989821,2023,3,Mar,1,1,0,2023-03
2268306684,812607,2,416.65,833.3,66742602,2024-05-28 14:59:08,2024-05-28 15:11:08,2024-05-28 15:10:08,On Time,2991.57,Wallet,65733,6847,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63,Yatan Uppal,New,Jalna,749857,2024,5,May,1,2,0,2024-05
6905293278,799952,1,922.64,922.64,97259564,2024-06-16 10:23:23,2024-06-16 10:36:23,2024-06-16 11:02:23,Significantly Delayed,1404.68,Cash,53868,4187,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,Watika Narayanan,Premium,Khammam,14378,2024,6,Jun,6,2,1,2024-06
1769493463,709916,3,33.76,101.28,3292927,2024-06-26 07:13:47,2024-06-26 07:29:47,2024-06-26 07:24:47,On Time,2541.32,Wallet,22954,7071,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,30,88,Nisha Iyer,New,Rewa,320465,2024,6,Jun,2,2,0,2024-06
5003387344,67197,3,552.2,1656.6000000000001,26592009,2024-06-23 10:53:47,2024-06-23 11:05:47,2024-06-23 11:00:47,On Time,2475.69,Wallet,21004,7477,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,Michael Dhingra,Premium,Adoni,16283,2024,6,Jun,6,2,1,2024-06
2064484752,937542,3,97.04,291.12,89995124,2024-05-07 22:42:49,2024-05-07 23:00:49,2024-05-07 22:55:49,On Time,1949.92,Wallet,43022,1116,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,365,28,93,Gauri Butala,Premium,Muzaffarpur,833041,2024,5,May,1,2,0,2024-05
964822979,455755,2,44.09,88.18,88520326,2024-07-13 10:38:00,2024-07-13 10:49:00,2024-07-13 10:47:00,On Time,5804.23,Wallet,42914,7603,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,Chasmum Dhaliwal,Premium,Asansol,37026,2024,7,Jul,5,3,1,2024-07
6037899648,669378,1,212.14,212.14,22738465,2024-03-27 17:44:43,2024-03-27 18:00:43,2024-03-27 18:04:43,On Time,1231.03,Cash,59131,914,Potatoes,Fruits & Vegetables,Chadha and Sons,212.14,282.85,25.0,3,23,70,Gabriel Oak,Inactive,Narasaraopet,890953,2024,3,Mar,2,1,0,2024-03
9347571484,112390,2,877.98,1755.96,29562072,2024-11-02 17:15:15,2024-11-02 17:26:15,2024-11-02 17:39:15,Slightly Delayed,3138.06,Card,88612,9615,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,Edhitha Ranganathan,New,Hindupur,976259,2024,11,Nov,5,4,1,2024-11
3286177534,891833,1,493.19,493.19,10225164,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,On Time,3612.26,Wallet,90038,6046,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,Siya Parmer,Inactive,Dehri,625283,2023,6,Jun,5,2,1,2023-06
9073572548,60619,1,726.41,726.41,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,1091.89,Card,28575,6542,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180,10,97,Megha Hora,Inactive,North Dumdum,143574,2023,5,May,1,2,0,2023-05
8395583761,561860,3,874.78,2624.34,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,410.62,UPI,84816,5448,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90,Anusha Bahri,Inactive,Saharanpur,232753,2024,8,Aug,6,3,1,2024-08
6355378227,993331,1,102.44,102.44,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,5019.02,UPI,23910,810,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86,Daksh Atwal,Premium,Davanagere,619381,2023,8,Aug,4,3,0,2023-08
277376321,94225,3,77.11,231.32999999999998,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.48,Wallet,78589,3357,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,70,Radhika Kaul,Premium,Dibrugarh,451264,2024,7,Jul,6,3,1,2024-07
8559748526,552496,1,508.0,508.0,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,1152.09,Wallet,93002,2270,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59,Isha Sheth,Premium,Ratlam,406941,2023,4,Apr,2,2,0,2023-04
1458051433,57405,3,607.67,1823.0099999999998,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1055.18,UPI,61040,7426,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365,21,64,Yug Varughese,New,Maheshtala,100658,2024,4,Apr,4,2,0,2024-04
5838302640,240179,3,90.56,271.68,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,3377.44,UPI,30907,4242,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,Osha Desai,New,Chittoor,679019,2023,5,May,4,2,0,2023-05
1380971977,602241,3,976.55,2929.6499999999996,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,3117.74,Cash,52614,6655,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,Isaiah Natt,New,Baranagar,881409,2024,6,Jun,6,2,1,2024-06
1221099013,131937,1,287.81,287.81,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,4335.11,Wallet,60689,8589,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,Chakradev Verma,Premium,Etawah,954583,2023,7,Jul,6,3,1,2023-07
6771166303,677542,3,212.61,637.83,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179,2820,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52,Max Pandit,Regular,Bathinda,966966,2023,7,Jul,0,3,0,2023-07
7111337755,888807,3,230.58,691.74,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,1550.71,Cash,84833,4083,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,Bhavna Ramesh,Regular,Rajahmundry,134704,2023,5,May,5,2,1,2023-05
5562922993,540618,1,317.05,317.05,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,2292.64,Wallet,73904,418,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,Diya Chakrabarti,Inactive,Medininagar,121675,2023,12,Dec,2,4,0,2023-12
5630957897,876139,2,415.75,831.5,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,On Time,827.44,Wallet,14408,468,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,Yashica Sehgal,Inactive,Nandyal,920703,2024,6,Jun,1,2,0,2024-06
1787380558,444361,3,822.63,2467.89,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,On Time,2066.77,Cash,95835,862,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71,Tripti Loke,Inactive,Akola,164050,2023,11,Nov,2,4,0,2023-11
32613017,451812,1,530.85,530.85,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,2354.28,Card,77303,3364,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,29,63,Harinakshi Sule,Regular,Avadi,345071,2023,3,Mar,4,1,0,2023-03
2039041670,287070,1,443.17,443.17,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,Slightly Delayed,96.33,Wallet,31963,1003,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93,Geetika Nanda,Regular,Alappuzha,137999,2024,11,Nov,4,4,0,2024-11
210693801,432617,3,863.18,2589.54,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,3561.22,UPI,14789,4184,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,Gabriel Sawhney,Regular,Bokaro,551761,2024,8,Aug,2,3,0,2024-08
8120002258,131937,1,287.81,287.81,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,On Time,1213.05,Card,61526,6830,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,Pooja Nadkarni,New,Thrissur,805070,2024,1,Jan,0,1,0,2024-01
2177917034,144124,2,162.67,325.34,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,Slightly Delayed,3134.8,Card,75636,4829,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82,Kamala Rama,New,Rajahmundry,126465,2024,2,Feb,3,1,0,2024-02
4254814926,324809,1,608.0,608.0,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,On Time,3818.33,Wallet,1761,7830,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,Raagini Badal,Premium,Chennai,382306,2024,4,Apr,6,2,1,2024-04
6074172790,888807,2,230.58,461.16,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,On Time,2008.84,Wallet,3481,4057,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,Triya Patla,Premium,Anand,469217,2023,7,Jul,2,3,0,2023-07
3381573131,684939,1,727.95,727.95,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,On Time,114.52,Cash,50582,7456,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,Wakeeta Khurana,Regular,Pali,488313,2024,7,Jul,1,3,0,2024-07
3773745777,734789,1,395.82,395.82,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,On Time,1488.19,Card,97135,8100,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66,Gaurav Sodhi,Premium,Mathura,928001,2024,5,May,3,2,0,2024-05
9251939156,876139,3,415.75,1247.25,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,Slightly Delayed,891.6,Cash,57095,7206,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,Dayamai Ray,New,Khandwa,166001,2023,12,Dec,5,4,1,2023-12
3872982303,56589,2,517.77,1035.54,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,On Time,1779.45,Wallet,60234,7886,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,16,85,Saksham Kaur,Premium,Kakinada,457519,2024,2,Feb,5,1,1,2024-02
2625987757,890232,1,432.0,432.0,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,169.88,UPI,51273,4569,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91,Tripti Tandon,Regular,Begusarai,766033,2023,8,Aug,1,3,0,2023-08
3162249401,432617,1,863.18,863.18,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,On Time,4406.98,Cash,47552,2221,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,Harshil Kari,New,Anand,99406,2024,5,May,4,2,0,2024-05
3108986741,687218,3,317.82,953.46,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,On Time,2401.92,Wallet,60867,6530,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,22,58,Pahal Palla,Inactive,Gurgaon,751303,2023,10,Oct,1,4,0,2023-10
1851474741,970529,3,827.44,2482.32,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,Slightly Delayed,3742.79,Card,12879,8735,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84,Rudra Dutta,Inactive,Ahmednagar,398963,2023,11,Nov,2,4,0,2023-11
2425099132,604184,2,397.55,795.1,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,On Time,2498.22,Wallet,44245,4794,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365,24,84,Rudra Mall,Regular,Tinsukia,355326,2023,8,Aug,1,3,0,2023-08
6706793332,615545,2,448.16,896.32,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,Slightly Delayed,949.75,UPI,76503,8271,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,Mekhala Vora,Regular,Panvel,691869,2024,10,Oct,2,4,0,2024-10
2149289255,567671,3,418.48,1255.44,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,Significantly Delayed,2687.31,Cash,25251,7315,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,Sneha Amble,Premium,Siwan,847223,2024,11,Nov,4,4,0,2024-11
1971008155,222892,1,869.22,869.22,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,On Time,1866.01,Cash,30330,5472,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88,Onkar Garg,Premium,Ahmednagar,317271,2023,10,Oct,0,4,0,2023-10
2087093460,34186,2,925.65,1851.3,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,On Time,4198.33,Card,27478,2176,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74,William Guha,Regular,Gulbarga,776510,2024,7,Jul,3,3,0,2024-07
2116712588,891833,1,493.19,493.19,24043135,2023-11-11 20:33:38,2023-11-11 20:48:38,2023-11-11 20:51:38,On Time,44.35,Wallet,34078,6552,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,Edhitha Bassi,Inactive,Bijapur,339705,2023,11,Nov,5,4,1,2023-11
6054358790,532965,1,307.23,307.23,59216664,2024-01-26 10:11:06,2024-01-26 10:31:06,2024-01-26 10:26:06,On Time,3217.7,Wallet,52564,1880,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,20,94,Netra Keer,Regular,Deoghar,284974,2024,1,Jan,4,1,0,2024-01
532660797,962054,2,16.86,33.72,41008070,2024-05-20 06:25:18,2024-05-20 06:37:18,2024-05-20 06:51:18,Slightly Delayed,2683.73,UPI,97547,2245,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74,Libni Dua,New,Vijayawada,129888,2024,5,May,0,2,0,2024-05
1491991005,33955,1,186.08,186.08,52215833,2024-03-04 08:49:03,2024-03-04 09:01:03,2024-03-04 09:01:03,On Time,3472.55,Wallet,85285,3036,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84,Lipika Parmer,Regular,Sirsa,414814,2024,3,Mar,0,1,0,2024-03
4136019599,644847,3,622.81,1868.4299999999998,74179536,2024-03-23 18:38:14,2024-03-23 18:52:14,2024-03-23 18:55:14,On Time,1131.05,Wallet,34667,6564,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15.0,365,24,52,Hitesh Ray,Inactive,Nizamabad,835800,2024,3,Mar,5,1,1,2024-03
2122832513,954722,1,616.45,616.45,55028958,2024-02-17 19:48:14,2024-02-17 19:58:14,2024-02-17 20:18:14,Significantly Delayed,2037.94,UPI,39396,5245,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58,Pavani Yadav,New,Howrah,918618,2024,2,Feb,5,1,1,2024-02
3717703595,500633,3,154.5,463.5,88965399,2023-04-24 21:33:02,2023-04-24 21:52:02,2023-04-24 21:51:02,On Time,1756.7,Card,8041,7309,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,Darsh Sura,Regular,Guntur,563500,2023,4,Apr,0,2,0,2023-04
3194733693,240179,2,90.56,181.12,21866852,2023-07-05 10:13:13,2023-07-05 10:30:13,2023-07-05 10:37:13,Slightly Delayed,2552.88,UPI,16623,9112,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,Ojas Morar,Premium,Guwahati,428400,2023,7,Jul,2,3,0,2023-07
4471162437,820973,1,114.52,114.52,27971619,2024-02-06 12:38:50,2024-02-06 12:52:50,2024-02-06 12:52:50,On Time,3355.65,Card,54708,9226,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56,Wriddhish Anne,New,Mirzapur,466962,2024,2,Feb,1,1,0,2024-02
1609331948,490602,3,549.47,1648.41,8791577,2024-01-04 14:06:21,2024-01-04 14:19:21,2024-01-04 14:19:21,On Time,3648.36,UPI,58721,2696,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71,Warda Kohli,Regular,Madhyamgram,999631,2024,1,Jan,3,1,0,2024-01
6920030794,256783,2,906.54,1813.08,70372270,2024-06-24 02:37:36,2024-06-24 02:51:36,2024-06-24 02:49:36,On Time,2936.64,UPI,38745,1394,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35.0,365,16,98,Yadavi Garg,New,Ichalkaranji,993809,2024,6,Jun,0,2,0,2024-06
5127172657,913428,2,392.22,784.44,32293017,2024-06-11 18:11:31,2024-06-11 18:30:31,2024-06-11 18:50:31,Significantly Delayed,2185.5,Cash,80034,288,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98,Samarth Kapoor,Inactive,Gudivada,371366,2024,6,Jun,1,2,0,2024-06
8607115856,324809,1,608.0,608.0,15931134,2023-10-09 04:42:34,2023-10-09 04:52:34,2023-10-09 04:49:34,On Time,739.34,UPI,85718,3015,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,Azaan Gara,Inactive,Darbhanga,121150,2023,10,Oct,0,4,0,2023-10
7154957395,516376,1,877.43,877.43,60700850,2023-04-09 10:10:33,2023-04-09 10:21:33,2023-04-09 10:21:33,On Time,2696.84,Wallet,63099,1915,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,21,71,Ishwar Dubey,Regular,Tezpur,311501,2023,4,Apr,6,2,1,2023-04
2070762702,566052,3,87.3,261.9,34761418,2023-10-04 10:20:55,2023-10-04 10:37:55,2023-10-04 10:52:55,Slightly Delayed,2457.2,Cash,64950,5593,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20.0,365,14,53,Nitesh De,New,Bhilwara,401933,2023,10,Oct,2,4,0,2023-10
3697242439,897083,2,972.69,1945.38,99361865,2024-10-15 12:30:13,2024-10-15 12:47:13,2024-10-15 12:46:13,On Time,2179.49,Cash,67408,4528,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,10,100,Ekantika Ravel,New,Berhampur,172106,2024,10,Oct,1,4,0,2024-10
